thermal,solar,wind,hydro,battery_discharge,battery_charge
22.185763192354543,0,35.39174687658475,0,0,0
27.75474041014163,0,35.39174687658475,0,0,0
29.305799184074164,0,35.39174687658475,0,0,0
28.923620765652192,0,35.39174687658475,0,0,0
25.622595000330524,0,35.39174687658475,0,0,0
28.435909139909448,0,35.39174687658475,0,0,0
31.515650312317078,0,35.39174687658475,0,0,0
34.858455353638504,0,35.39174687658475,0,0,0
37.62330648538333,0,35.39174687658475,0,0,0
36.537734839450025,0,35.39174687658475,0,0,0
30.620738955797812,0,35.39174687658475,0,0,0
29.728803281449167,0,35.39174687658475,0,0,0
30.02699216740625,0,35.39174687658475,0,0,0
28.980378508571423,0,35.39174687658475,0,0,0
33.618705863925626,0,35.39174687658475,0,0,0
33.47568957706801,0,35.39174687658475,0,0,0
34.41085791319834,0,35.39174687658475,0,0,0
41.604788109079024,0,35.39174687658475,0,0,0
43.03841095084532,0,35.39174687658475,0,0,0
35.50342064683363,0,35.39174687658475,0,0,0
32.255187585408486,0,35.39174687658475,0,0,0
27.101779701017364,0,35.39174687658475,0,0,0
23.161833690909894,0,35.39174687658475,0,0,0
20.5544051315515,0,35.39174687658475,0,0,0
