thermal,solar,wind,hydro,battery_discharge,battery_charge
0.0,1.1794504684796087e-07,1.2815625689827197,1.5323412458425905e-09,0.026034076422265243,0
0.0,1.1814173173618375e-07,1.3941421488969128,1.02156928712673e-09,0.025845432155227444,0
0.0,1.1814172112627781e-07,1.4142575482936608,1.0215693381003814e-09,0.025829987291323814,0
0.0,1.1814170324078032e-07,1.4496372313682437,1.0215693370820974e-09,0.025868136595992675,0
0.0,1.1814170378142016e-07,1.4486417606502933,1.0215693370187186e-09,0.025732912619989,0
0.0,1.1814170311419486e-07,1.4500001471514752,1.0215693369703319e-09,0.0260883171444213,0
0.0,1.1814169544514025e-07,1.4655443058724424,1.0215693366477647e-09,0.02618598641659963,0
0.0,1.1814166133364464e-07,1.5393901386480113,1.0215693350366404e-09,0.026370501052082832,0
0.0,1.1814163855858592e-07,1.5925259418180602,1.0215693338692696e-09,0.026734328158042053,0
0.0,1.1814165566154972e-07,1.552228711226529,1.0215693347307323e-09,0.02702545077005846,0
0.0,1.1814169485746151e-07,1.466840939334735,1.0215693365825256e-09,0.0271632375972707,0
0.0,1.1814170398744737e-07,1.4481429848018046,1.021569336935051e-09,0.028312837121850093,0
0.0,1.1814174460357543e-07,1.3701772160706451,1.0215693386361892e-09,0.02874027712755478,0
0.0,1.1814170571168468e-07,1.4446585623154837,1.0215693370040302e-09,0.02980666088695992,0
0.0,1.1814169572877024e-07,1.4651039865869975,1.0215693365879244e-09,0.03018069757480612,0
0.0,1.1814167679539508e-07,1.5050416858185292,1.021569335716027e-09,0.031487288807719914,0
0.0,1.1814164820394951e-07,1.5696626004756287,1.0215693342413623e-09,0.031977386264649105,0
0.0,1.1814160952486154e-07,1.6656023402223517,1.0215693319241054e-09,0.03424207672897703,0
0.0,1.1814161948680665e-07,1.6397139500148146,1.0215693319179332e-09,0.036919542360373,0
0.0,1.1814165592450558e-07,1.5516232066471012,1.0215693325564153e-09,0.04078057640178481,0
0.0,1.1814170998516475e-07,1.436140279708743,1.0215693323269649e-09,0.04525930133146122,0
0.0,1.1814177476672152e-07,1.3169723130909574,1.0215693291185393e-09,0.05402948065240546,0
0.0,1.181417992560154e-07,1.2765332339973632,1.021569321514224e-09,0.07057991802280184,0
0.0,1.1794506713669862e-07,1.2497552544602035,1.5323412295767273e-09,0.1326157269657785,0
