thermal,solar,wind,hydro,battery_discharge,battery_charge
623.7505787071227,9.200337812435961,150.0,75.80167811219731,0.0,0
640.396974697134,9.327731570305193,150.0,83.2844679411321,0.44011802587008336,0
693.911544471915,9.188145701939701,150.0,79.6912279066716,0.0,0
705.535857958491,9.138517943623006,150.0,76.09892196750172,0.0,0
688.5927617120967,8.55681746239986,150.0,79.6912279066716,0.0,0
692.5564618237794,9.2695680094001,150.0,76.09892196750172,0.0,0
706.4283903774159,9.157619056847361,150.0,76.09892196750172,0.0,0
770.5027742527855,8.843354282465345,150.0,79.69122790667159,0.0,0
803.8711327659852,9.00709611009617,150.0,76.09892196750174,0.0,0
767.4857240861637,9.22821948202318,150.0,76.09892196750174,0.0,0
722.2130804235707,9.249932926075711,150.0,76.09892196750172,0.0,0
689.687049198355,8.817432214597957,150.0,76.09892196750172,0.0,0
674.4509075794803,9.319441948280174,150.0,76.09892196750172,0.0,0
698.0097569633623,8.616308258633726,150.0,76.09892196750174,0.0,0
712.4670341997049,8.78440419529605,150.0,76.09892196750174,0.0,0
730.2062917782208,9.377193086652843,150.0,76.09892196750171,0.0,0
773.5714590249247,9.201920829377446,150.0,79.6912279066716,0.0,0
827.4174596721965,8.625617739830385,150.0,76.09892196750174,0.0,0
816.7457846221677,9.403255543968827,150.0,76.09892196750174,0.0,0
770.8665572219982,9.161721749102883,150.0,79.69122790667159,0.0,0
688.8899546268178,9.269242252835117,150.0,79.69122790667159,0.0,0
632.5323028506707,8.583565338213813,150.0,79.6912279066716,0.0,0
585.568846217305,8.553622084095196,150.0,79.6912279066716,0.0,0
566.8001039465428,9.021920929582647,150.0,75.80167811219731,0.0,0
