thermal,solar,wind,hydro,battery_discharge,battery_charge
0.0,1.3193063904030624,1.2563119974727068e-08,4.052422324790639e-09,0.039607978660643126,0
0.0,1.3427523121734515,1.256483324751262e-08,2.6982689208174924e-09,0.039449580119663596,0
0.0,1.3943569998347456,1.2564011545454694e-08,2.69900011457991e-09,0.039381651324971456,0
0.0,1.4429337628999115,1.2563292686807327e-08,2.69910859521676e-09,0.03896682139581627,0
0.0,1.4052435133705379,1.2563845793831998e-08,2.6992273030229592e-09,0.03933573775177359,0
0.0,1.3820765814279354,1.256420077872243e-08,2.699289549754035e-09,0.03954401419069138,0
0.0,1.4380109014051503,1.2563363110033945e-08,2.6992196017535307e-09,0.03946286621458202,0
0.0,1.600672126237852,1.2561259356560282e-08,2.6990160376287455e-09,0.039928787525350895,0
0.0,1.6551733444187169,1.256064701956431e-08,2.698957306025982e-09,0.040460463264126736,0
0.0,1.5611295774235219,1.256173050855517e-08,2.699066302820305e-09,0.040422633488847656,0
0.0,1.4685393582107558,1.2562932787770442e-08,2.6991852878055953e-09,0.04147898318890736,0
0.0,1.4484005870828602,1.2563214519637521e-08,2.6992117587160124e-09,0.04232597896526663,0
0.0,1.4274683738963037,1.2563515935734284e-08,2.699240412504556e-09,0.043716198128317355,0
0.0,1.409732676759753,1.256377830818478e-08,2.699265207466981e-09,0.04438875776348303,0
0.0,1.486594269407345,1.2562686586747932e-08,2.6991532789589877e-09,0.04602832563763587,0
0.0,1.4722000527629175,1.2562882335013045e-08,2.6991658428052796e-09,0.04787509675920601,0
0.0,1.571054735553574,1.2561610144258094e-08,2.699020468260231e-09,0.04980269023234826,0
0.0,1.6264656851349424,1.2560964565032813e-08,2.6989134208717905e-09,0.05281049027198654,0
0.0,1.663926745613639,1.2560552656368258e-08,2.6987770607299875e-09,0.05541452266260746,0
0.0,1.6346131139062898,1.2560873901276347e-08,2.6986046827909652e-09,0.0603221118971516,0
0.0,1.4404309373484483,1.256332965027366e-08,2.6984458727488824e-09,0.06707504183396881,0
0.0,1.3751955321577463,1.2564311194818394e-08,2.6977601941535222e-09,0.07969525134415599,0
0.0,1.2615451440914736,1.256626363585626e-08,2.6962168073677468e-09,0.10683963636994315,0
0.0,1.2835398861641947,1.2563752812495979e-08,4.052351457580372e-09,0.19517045889553963,0
