thermal,solar,wind,hydro,battery_discharge,battery_charge
349.0853628151951,17.40764495405798,249.9999999995311,83.12854986202771,0.039249633784432254,0
375.7500890331504,18.620931503894525,249.9999999995311,83.32993859530133,0.039097136079087866,0
401.1085831203828,17.14308955266023,249.9999999995311,83.32993859530131,0.03902614781702769,0
417.34674861887953,17.870352457437146,249.9999999995311,83.32993859530131,0.03903541354683882,0
425.5111806447434,17.82413713387717,249.9999999995311,83.32993859530134,0.03912345067863706,0
417.96230939852995,17.730090290202327,249.9999999995311,83.32993859530133,0.03929493356065723,0
434.7632284568972,17.282047220123268,249.9999999995311,83.32993859530133,0.03955113639671623,0
474.2878977574366,17.130088612030704,249.9999999995311,83.32993859530131,0.03989969277933286,0
534.5796978839713,17.674208891003058,249.99999999966022,83.32993859535738,0.04034625271616346,0
481.9750428285059,17.80615772004581,249.9999999995311,83.32993859530133,0.040902818680193756,0
443.16902862608475,18.78213665685043,249.9999999995311,83.32993859530133,0.041583924853904636,0
425.27327606630496,18.473274607790938,249.9999999995311,83.32993859530131,0.04240853686800879,0
424.62638527286305,18.88177971897739,249.9999999995311,83.32993859530131,0.04340449473811098,0
405.3800820209427,17.79483046314867,249.9999999995311,83.32993859530133,0.04460459027962812,0
432.647602733748,18.679553918110233,249.9999999995311,83.32993859530133,0.0460591877661652,0
460.36996983137874,17.72492627313145,249.9999999995311,83.32993859530134,0.04783615315847921,0
508.22984783416234,17.206955149872634,249.9999999995311,83.32993859530133,0.05004141768730842,0
544.3041082258849,18.320029737885527,249.99999999966022,83.32993859535739,0.052834769957601904,0
537.4708300180911,17.657468753584123,249.99999999966022,83.32993859535739,0.05647357656129484,0
483.3440399929457,18.249096606066168,249.9999999995311,83.32993859530131,0.06143978782961426,0
429.26398854514656,18.59111705304229,249.9999999995311,83.32993859530133,0.06865133000543487,0
377.4577608621115,17.606834601643367,249.99999999966022,83.32993859535739,0.0803626945657372,0
314.2938734875307,18.01542631669564,249.9999999995259,83.32993859529904,0.10405793800154162,0
283.0846649494326,17.746779611587087,249.9999999995259,83.12854986202771,0.19896279323494553,0
