thermal,solar,wind,hydro,battery_discharge,battery_charge
244.09534739260872,21.03104262213838,168.681387184132,166.89515911445957,0.0,0
251.42122882771258,20.002716401016663,155.3846443036321,179.88249811672088,0.4448675461592475,0
284.13428826088295,20.693330229504696,155.6982570804205,180.06868963866557,0.0,0
284.78777073152685,21.748198304160866,156.56657711520546,179.82398874647106,0.438263041806942,0
297.4901332789903,20.030293063543382,155.60985600889893,179.92820085163615,0.0,0
292.8925189091912,21.41145165514388,155.17707564531491,180.02577472963725,0.0,0
333.3775148691248,20.8101459986154,155.3174923643085,179.97980616770337,0.0,0
355.73516675796554,19.82647692801993,155.70675445321422,179.8908754948577,0.0,0
381.5835252270258,21.95530431981652,156.11795896193345,179.745193412072,0.0,0
377.350330176002,20.33960120376676,156.25178272507287,179.7570455903666,0.0,0
320.276182804888,20.265881994476377,155.16067583372015,179.86757961000762,0.0,0
310.74007790732117,21.24304349901485,155.64542223596843,179.69807675907845,0.0,0
286.4112455497304,20.10087239396201,154.95564023869292,180.02241540751493,0.0,0
292.1120409293054,20.92561744880594,155.3932263504505,179.76054425139546,0.0,0
322.5241731791661,20.111972857705478,155.36008462189739,179.78781776306002,0.0,0
348.6950614790017,22.149435443623787,155.04976478134338,180.09060642290746,0.0,0
364.47649705216986,21.56411462617538,155.59944807580163,179.90569950084145,0.0,0
406.0409967627164,20.925534903207975,155.8438796836903,179.7491033866102,0.0,0
389.88758114309906,20.436044471098924,155.31807299198505,180.0563675487865,0.0,0
379.06402341926673,21.249165809619967,156.04086587522715,180.01168061454064,0.0,0
319.78773896436024,21.993219895924753,155.73693195965245,179.97721654884822,0.0,0
260.2144751083455,20.802307918516693,155.55518514451896,179.74586233454727,0.0,0
232.4325364685623,20.722686243871596,156.1380638349026,180.0862097806414,0.0,0
211.93407249210878,20.590889663331822,167.7729318945665,167.27518472409668,0.44271836940187037,0
