thermal,solar,wind,hydro,battery_discharge,battery_charge
24.299238009294058,0,35.167771668907726,0,0,0
25.688297242624166,0,35.167771668907726,0,0,0
30.758510556586884,0,35.167771668907726,0,0,0
30.80137004217572,0,35.167771668907726,0,0,0
30.265415888078763,0,35.167771668907726,0,0,0
25.980597984302776,0,35.167771668907726,0,0,0
32.02946433730058,0,35.167771668907726,0,0,0
33.450593790871565,0,35.167771668907726,0,0,0
37.72883482310998,0,35.167771668907726,0,0,0
33.37200425913764,0,35.167771668907726,0,0,0
29.07249814499238,0,35.167771668907726,0,0,0
28.300368646186364,0,35.167771668907726,0,0,0
28.968897790354674,0,35.167771668907726,0,0,0
30.71196168658173,0,35.167771668907726,0,0,0
31.01010830775587,0,35.167771668907726,0,0,0
32.74848345709822,0,35.167771668907726,0,0,0
37.73877960454609,0,35.167771668907726,0,0,0
41.110939633183236,0,35.167771668907726,0,0,0
40.018151799847416,0,35.167771668907726,0,0,0
37.23439487824544,0,35.167771668907726,0,0,0
30.697501281914654,0,35.167771668907726,0,0,0
26.233384350422135,0,35.167771668907726,0,0,0
21.123089026306204,0,35.167771668907726,0,0,0
20.378041086651812,0,35.167771668907726,0,0,0
