thermal,solar,wind,hydro,battery_discharge,battery_charge
101.81200373203905,0,35.86594074853732,0,0,0
104.24170578399597,0,35.86594074853732,0,0,0
112.17418376922896,0,35.86594074853732,0,0,0
112.87022304903519,0,35.86594074853732,0,0,0
113.83131355976181,0,35.86594074853732,0,0,0
112.14520247276639,0,35.86594074853732,0,0,0
122.03952448013973,0,35.86594074853732,0,0,0
131.33848000201428,0,35.86594074853732,0,0,0
139.60166285791863,0,35.86594074853732,0,0,0
136.0963349856284,0,35.86594074853732,0,0,0
122.75790369229932,0,35.86594074853732,0,0,0
116.86594065741656,0,35.86594074853732,0,0,0
110.42847457860464,0,35.86594074853732,0,0,0
108.55096726611376,0,35.86594074853732,0,0,0
116.26428020459389,0,35.86594074853732,0,0,0
114.76212004147847,0,35.86594074853732,0,0,0
133.75847534769997,0,35.86594074853732,0,0,0
146.03190210675092,0,35.86594074853732,0,0,0
138.13214735365233,0,35.86594074853732,0,0,0
137.0600393790326,0,35.86594074853732,0,0,0
123.17991887919567,0,35.86594074853732,0,0,0
107.86336729425153,0,35.86594074853732,0,0,0
92.29193424953647,0,35.86594074853732,0,0,0
94.66819829178219,0,35.86594074853732,0,0,0
